,Reporting_Entity,Facility_Name,State,Electricity_Production_GJ,Electricity_Production_MWh,Primary_Fuel,Year,Lat,Lng,Renewable
245,GENEX POWER LIMITED,Kidston Solar One - Solar - Qld,QLD,446066,123907,Solar,2020-2021,-18.889097,144.138785,True
246,GENEX POWER LIMITED,Jemalong PV Asset Pty Ltd as Trustee for the Jemalong PV Asset Trust,NSW,53452,14848,Solar,2020-2021,-33.4071807,147.7234587,True
248,GLENROWAN SUN FARM PTY LTD,Glenrowan West Solar Farm,VIC,50710,14086,Solar,2020-2021,-36.4881172,146.1454925,True
250,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Berrybank Wind farm,VIC,559543,155429,Wind,2020-2021,-37.9779902,143.4885877,True
251,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 2 Wind farm,NSW,1042881,289689,Wind,2020-2021,-34.4580448,149.4702871,True
253,GOLDFIELDS POWER PTY LTD,Parkeston Power Station,WA,941977,261661,Gas,2020-2021,-30.7269451,121.4974951,False
255,GOONUMBLA HOLDINGS CO PTY. LTD.,Goonumbla Solar Farm,NSW,475866,132185,Solar,2020-2021,-32.9178827,148.0521359,True
257,GRAND BARGAIN HOLDCO PTY LTD,Crudine Ridge Wind Farm,NSW,299199,83111,Wind,2020-2021,-32.8994051,149.6484026,True
258,GRAND BARGAIN HOLDCO PTY LTD,Bango Wind Farm,NSW,473,131,Wind,2020-2021,-34.5517015,148.7322235,True
259,GRAND BARGAIN HOLDCO PTY LTD,Boco Rock Wind Farm,NSW,1242465,345129,Wind,2020-2021,-36.5769554,149.125867,True
260,GRAND BARGAIN HOLDCO PTY LTD,Sapphire Wind Farm,NSW,2916126,810035,Wind,2020-2021,-31.2532183,146.921099,True
262,HYDRO-ELECTRIC CORPORATION,Bastyan Hydro Power Station,TAS,1110745,308540,Hydro,2020-2021,-41.7360047,145.5318835,True
263,HYDRO-ELECTRIC CORPORATION,Butlers Gorge Hydro Power Station,TAS,326190,90608,Hydro,2020-2021,-42.28059469999999,146.3151456,True
264,HYDRO-ELECTRIC CORPORATION,Catagunya Hydro Power Station,TAS,640427,177896,Hydro,2020-2021,-42.4376122,146.5621389,True
265,HYDRO-ELECTRIC CORPORATION,Cethana Hydro Power Station,TAS,1072070,297797,Hydro,2020-2021,-41.4767384,146.1328194,True
267,HYDRO-ELECTRIC CORPORATION,Devils Gate Hydro Power Station,TAS,788919,219144,Hydro,2020-2021,-41.3500366,146.2647857,True
269,HYDRO-ELECTRIC CORPORATION,Flinders Island Power Station,TAS,25258,7016,Wind,2020-2021,-40.1163649,148.0288719,True
271,HYDRO-ELECTRIC CORPORATION,John Butters Hydro Power Station,TAS,1430035,397232,Hydro,2020-2021,-42.1548711,145.5345778,True
272,HYDRO-ELECTRIC CORPORATION,King Island Power Station,TAS,52839,14677,Wind,2020-2021,-39.87534770000001,143.9370758,True
273,HYDRO-ELECTRIC CORPORATION,Lake Echo Hydro Power Station,TAS,256233,71176,Hydro,2020-2021,-42.1581419,146.6456158,True
274,HYDRO-ELECTRIC CORPORATION,Lake Margaret Lower Hydro Power station,TAS,61088,16969,Hydro,2020-2021,-42.0039252,145.5442864,True
275,HYDRO-ELECTRIC CORPORATION,Lake Margaret Upper Hydro Power Station,TAS,158964,44157,Hydro,2020-2021,-42.0039252,145.5442864,True
276,HYDRO-ELECTRIC CORPORATION,Lemonthyme Hydro Power Station,TAS,798835,221899,Hydro,2020-2021,-41.5746481,146.1643107,True
277,HYDRO-ELECTRIC CORPORATION,Liapootah Hydro Power Station,TAS,1542846,428568,Hydro,2020-2021,-42.3182578,146.4726908,True
279,HYDRO-ELECTRIC CORPORATION,Meadowbank Hydro Power Station,TAS,395521,109867,Hydro,2020-2021,-42.6362629,146.8488872,True
280,HYDRO-ELECTRIC CORPORATION,Paloona Hydro Power Station,TAS,305117,84755,Hydro,2020-2021,-41.2581401,146.2699943,True
281,HYDRO-ELECTRIC CORPORATION,Parangana Hydro Power Station,TAS,18321,5089,Hydro,2020-2021,-42.0409059,146.8087322,True
282,HYDRO-ELECTRIC CORPORATION,Poatina Hydro Power Station,TAS,4082604,1134057,Hydro,2020-2021,-41.7958243,146.9610493,True
285,HYDRO-ELECTRIC CORPORATION,Rowallan Hydro Power Station,TAS,107273,29798,Hydro,2020-2021,-41.7294863,146.2175479,True
287,HYDRO-ELECTRIC CORPORATION,Tarraleah Hydro Power Station,TAS,2264778,629105,Hydro,2020-2021,-42.301225,146.4503471,True
288,HYDRO-ELECTRIC CORPORATION,Trevallyn Hydro Power Station,TAS,1475792,409942,Hydro,2020-2021,-41.43540950000001,147.1197143,True
290,HYDRO-ELECTRIC CORPORATION,Tungatinah Hydro Power Station,TAS,1670493,464026,Hydro,2020-2021,-42.2967833,146.4566074,True
291,HYDRO-ELECTRIC CORPORATION,Wayatinah Hydro Power Station,TAS,901143,250318,Hydro,2020-2021,-42.3886455,146.4997426,True
292,HYDRO-ELECTRIC CORPORATION,Wilmot Hydro Power Station,TAS,319192,88664,Hydro,2020-2021,-42.0409059,146.8087322,True
294,IMPACT INVESTMENT GROUP PTY LTD,Baking Board Solar Farm,QLD,136770,37992,Solar,2020-2021,-26.7059369,150.5453681,True
295,IMPACT INVESTMENT GROUP PTY LTD,Karratha Solar Power No 1 Pty Ltd,WA,6514,1810,Solar,2020-2021,-20.7336955,116.8447057,True
296,IMPACT INVESTMENT GROUP PTY LTD,Maryrorough Solar Farm,QLD,180596,50166,Solar,2020-2021,-22.575197,144.0847926,True
297,IMPACT INVESTMENT GROUP PTY LTD,Mount Majura Solar Farm,ACT,15086,4191,Solar,2020-2021,-35.236124,149.1968059,True
298,IMPACT INVESTMENT GROUP PTY LTD,Swan Hill Solar Farm,VIC,131701,36584,Solar,2020-2021,-35.3444511,143.5224671,True
299,IMPACT INVESTMENT GROUP PTY LTD,Williamsdale Solar Farm,ACT,72758,20210,Solar,2020-2021,-35.5711406,149.1285092,True
301,INFIGEN ENERGY LIMITED,Alinta Wind Farm,WA,1100731,305758,Wind,2020-2021,-28.9024923,114.8927165,True
302,INFIGEN ENERGY LIMITED,Bodangora Wind Farm,NSW,1200046,333346,Wind,2020-2021,-32.4071283,149.04133,True
303,INFIGEN ENERGY LIMITED,Capital Wind Farm,NSW,1278218,355061,Wind,2020-2021,-35.1661165,149.518277,True
304,INFIGEN ENERGY LIMITED,Lake Bonney BESS Pty Ltd,SA,0,0,Battery,2020-2021,-34.2212234,140.4463218,False
306,INFIGEN ENERGY LIMITED,Smithfield Gas Turbine,NSW,103426,28730,Gas,2020-2021,-33.8535722,150.9406861,False
307,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,NSW,516482,143467,Wind,2020-2021,-35.0954285,149.5789486,True
308,INFIGEN ENERGY LIMITED,Cherry Tree Wind Farm,VIC,707960,196655,Wind,2020-2021,-37.100352,145.2673653,True
309,INFIGEN ENERGY LIMITED,Iberdola Australia SAGT,SA,17280,4800,Gas,2020-2021,-30.0002315,136.2091547,False
312,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Dry Creek Power Station,SA,53394,14832,Gas,2020-2021,-34.8474882,138.5818107,False
313,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Kwinana Cogeneration Plant,WA,2808166,780046,Gas,2020-2021,-31.9505048,115.8604867,False
314,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Mintaro Power Station,SA,70256,19515,Gas,2020-2021,-33.9181674,138.7232044,False
315,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Pelican Point Power Station,SA,9151547,2542096,Gas,2020-2021,-34.7647018,138.5051574,False
316,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Port Lincoln Power Station,SA,2698,749,Diesel,2020-2021,-34.7226381,135.8597449,False
317,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Snuggery Power Station,SA,2422,673,Diesel,2020-2021,-30.0002315,136.2091547,False
318,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Willogoleche Wind Farm,SA,1251140,347539,Wind,2020-2021,-33.3905367,138.8552865,True
320,KARADOC SOLAR FARM HOLDCO PTY LTD,KARADOC SOLAR FARM,VIC,670513,186254,Solar,2020-2021,-34.4161986,142.2521812,True
322,KIAMCO FORESIGHT HANWHA BARCALDINE 1 PTY LTD,Barcaldine Remote Community Solar Farm Pty Ltd,QLD,117337,32594,Solar,2020-2021,-23.5559218,145.2882741,True
324,KIAMCO HANWHA FORESIGHT BANNERTON PTY LTD,Bannerton Solar Farm,VIC,649559,180433,Solar,2020-2021,-33.863851,151.2021431,True
328,LAL LAL WIND FARMS NOM CO PTY LIMITED,Lal Lal Wind Farm,VIC,1989633,552676,Wind,2020-2021,-37.6352291,144.0236608,True
330,LGI LIMITED,Benaraby LFGE Station,QLD,22586,6274,Landfill Gas,2020-2021,-24.0066664,151.3263139,True
331,LGI LIMITED,Bunya LFGE Station,QLD,15641,4345,Landfill Gas,2020-2021,-27.3741845,152.9304003,True
332,LGI LIMITED,Caboolture LFGE Station,QLD,37799,10500,Landfill Gas,2020-2021,-27.0849748,152.9515862,True
333,LGI LIMITED,Dakabin LFGE Station,QLD,58987,16385,Landfill Gas,2020-2021,-27.2267702,152.9825314,True
334,LGI LIMITED,Maryborough LFGE Station,QLD,27010,7503,Landfill Gas,2020-2021,-25.5384947,152.7034191,True
335,LGI LIMITED,Mugga Lane LFGE Station,ACT,112103,31140,Landfill Gas,2020-2021,-35.3739879,149.1324352,True
336,LGI LIMITED,Willawong LFGE Station,QLD,17080,4744,Landfill Gas,2020-2021,-27.594358,153.0048274,True
338,LIGHTHOUSE INFRASTRUCTURE MANAGEMENT LIMITED,Emerald Solar Park,QLD,557952,154987,Solar,2020-2021,-23.51,148.1299999,True
340,LILYVALE HOLDINGS CO PTY. LTD.,Lilyvale Solar Farm,QLD,697547,193763,Solar,2020-2021,-23.0726109,148.4836953,True
342,LINCOLN GAP OPERATIONS PTY LTD,Lincoln Gap Wind Farm Operations Pty Ltd,SA,1582585,439607,Wind,2020-2021,-32.5880415,137.555243,True
344,LMS ENERGY PTY LTD,Albury Renewable Energy Facility,NSW,22320,6200,Landfill Gas,2020-2021,-36.0751193,146.9094852,True
345,LMS ENERGY PTY LTD,Albury Solar Facility,NSW,7417,2060,Solar,2020-2021,-36.0751193,146.9094852,True
346,LMS ENERGY PTY LTD,Awaba Renewable Energy Facility,NSW,21603,6001,Landfill Gas,2020-2021,-33.0086146,151.5475816,True
347,LMS ENERGY PTY LTD,Ballarat Renewable Energy Facility,VIC,43948,12208,Landfill Gas,2020-2021,-37.5621587,143.8502556,True
348,LMS ENERGY PTY LTD,Bendigo Renewable Energy Facility,VIC,14874,4132,Landfill Gas,2020-2021,-36.75961960000001,144.2785764,True
349,LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,QLD,13178,3661,Landfill Gas,2020-2021,-27.4935931,153.2137869,True
350,LMS ENERGY PTY LTD,Copping Renewable Energy Facility,TAS,31613,8782,Landfill Gas,2020-2021,-42.8198706,147.8009052,True
351,LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,NT,28728,7980,Landfill Gas,2020-2021,-12.4637333,130.8444446,True
352,LMS ENERGY PTY LTD,Drysdale Renewable Energy Facility,VIC,31944,8873,Landfill Gas,2020-2021,-36.9847807,143.3906074,True
353,LMS ENERGY PTY LTD,Eastern Creek 2 Renewable Energy Facility,NSW,161011,44725,Landfill Gas,2020-2021,-33.8102184,150.85064,True
354,LMS ENERGY PTY LTD,Hampton Park Renewable Energy Facility,VIC,269742,74928,Landfill Gas,2020-2021,-38.032286,145.2678469,True
355,LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,QLD,14861,4128,Landfill Gas,2020-2021,-27.614614,152.7608421,True
356,LMS ENERGY PTY LTD,Mornington Peninsula Renewable Energy Facility,VIC,15558,4322,Landfill Gas,2020-2021,-38.2854053,145.093449,True
357,LMS ENERGY PTY LTD,NAWMA Renewable Energy Facility,SA,31586,8774,Landfill Gas,2020-2021,-34.7383029,138.6355222,True
358,LMS ENERGY PTY LTD,NAWMA Solar Facility,SA,5806,1613,Solar,2020-2021,-34.7383029,138.6355222,True
359,LMS ENERGY PTY LTD,Newcastle Renewable Energy Facility,NSW,66641,18511,Landfill Gas,2020-2021,-32.9282712,151.7816802,True
360,LMS ENERGY PTY LTD,Reedy Creek Renewable Energy Facility,QLD,25434,7065,Landfill Gas,2020-2021,-28.1099597,153.4055706,True
362,LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,QLD,168460,46794,Landfill Gas,2020-2021,-27.56924,153.1164813,True
363,LMS ENERGY PTY LTD,Seaford Heights Renewable Energy Facility,SA,74701,20750,Landfill Gas,2020-2021,-35.1932154,138.4949854,True
364,LMS ENERGY PTY LTD,Shepparton Renewable Energy Facility,VIC,22881,6356,Landfill Gas,2020-2021,-36.3821418,145.4072272,True
366,LMS ENERGY PTY LTD,South Cardup Renewable Energy Facility,WA,67055,18626,Landfill Gas,2020-2021,-32.2577875,115.9963935,True
367,LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,QLD,98921,27478,Landfill Gas,2020-2021,-27.7295742,153.2388459,True
368,LMS ENERGY PTY LTD,Swanbank Renewable Energy Facility,QLD,46040,12789,Landfill Gas,2020-2021,-27.6397754,152.8240562,True
369,LMS ENERGY PTY LTD,Wollert Renewable Energy Facility,VIC,237652,66014,Landfill Gas,2020-2021,-37.6085118,145.0313459,True
371,LMS ENERGY PTY LTD,Wyong Renewable Energy Facility,NSW,68299,18972,Landfill Gas,2020-2021,-33.2843475,151.4249427,True
372,LMS ENERGY PTY LTD,Caloundra Renewable Energy Facility,QLD,19462,5406,Landfill Gas,2020-2021,-26.8043999,153.1254643,True
373,LMS ENERGY PTY LTD,Seaford Heights Solar Facility,SA,2421,672,Solar,2020-2021,-35.1932154,138.4949854,True
375,LONGREACH ASSET COMPANY PTY LTD,Longreach SF,QLD,116119,32255,Solar,2020-2021,-23.4403125,144.2506199,True
377,LONGREACH NEW HOLDCO PTY LTD,Longreach Solar Farm,QLD,116119,32255,Solar,2020-2021,-23.4403125,144.2506199,True
379,LS AUSTRALIA HOLDCO1 PTY LTD,Wellington Solar Farm,NSW,174242,48400,Solar,2020-2021,-32.5135114,148.9722097,True
381,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Burrinjuck Hydro,NSW,352956,98043,Hydro,2020-2021,-34.9815388,148.617713,True
382,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Hume Hydro,NSW,530308,147308,Hydro,2020-2021,-31.2532183,146.921099,True
383,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Keepit Hydro,NSW,6314,1754,Hydro,2020-2021,-30.8941167,150.5036412,True
384,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Mercer Wind farm Pty Ltd,VIC,1299911,361086,Wind,2020-2021,-37.8318698,143.8884633,True
385,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Millar Wind Farm Pty Ltd,SA,611833,169954,Wind,2020-2021,-33.6255531,136.7039082,True
387,MOMENTUM ENERGY PTY LIMITED,Alfred Hospital Cogeneration Plant,VIC,40021,11117,Gas,2020-2021,-37.846154,144.9827473,False
388,MOMENTUM ENERGY PTY LIMITED,Dandenong Hospital Cogeneration Plant,VIC,41542,11539,Gas,2020-2021,-37.976484,145.2192169,False
389,MOMENTUM ENERGY PTY LIMITED,Geelong Hospital Cogeneration Plant,VIC,41544,11540,Gas,2020-2021,-38.1521039,144.3654034,False
390,MOMENTUM ENERGY PTY LIMITED,Royal Melbourne Hospital Cogeneration Plant,VIC,98554,27376,Gas,2020-2021,-37.7986657,144.955973,False
393,MOORABOOL WIND FARM (HOLDING) PTY LTD,Moorabool Wind Farm Pty Ltd,VIC,249956,69432,Wind,2020-2021,-37.7394582,144.1715885,True
395,MORTONS LANE WIND FARM (HOLDING) PTY LTD,Mortons Lane Windfarm Pty Ltd,VIC,214066,59463,Wind,2020-2021,-37.83531900000001,142.4662279,True
397,MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,Mumbida Wind Farm Pty Ltd,WA,720925,200257,Wind,2020-2021,-29.0110631,114.9684225,True
401,NEOEN AUSTRALIA PTY. LTD.,BULGANA GREEN POWER HUB,VIC,1349662,374906,Wind,2020-2021,-37.1472761,142.9370755,True
402,NEOEN AUSTRALIA PTY. LTD.,COLEAMBALLY SOLAR PTY LTD,NSW,1234361,342878,Solar,2020-2021,-34.8041127,145.8796829,True
403,NEOEN AUSTRALIA PTY. LTD.,DEGRUSSA SOLAR PROJECT PTY LTD,WA,76781,21328,Solar,2020-2021,-25.5399495,119.3229267,True
404,NEOEN AUSTRALIA PTY. LTD.,DUBBO SOLAR HUB PTY LTD,NSW,210533,58481,Solar,2020-2021,-32.2443908,148.614418,True
405,NEOEN AUSTRALIA PTY. LTD.,GRIFFITH SOLAR FARM PTY LTD,NSW,249520,69311,Solar,2020-2021,-34.3174144,146.1207389,True
406,NEOEN AUSTRALIA PTY. LTD.,HORNSDALE POWER RESERVE PTY LTD,SA,0,0,Battery,2020-2021,-33.085897,138.5183516,False
410,NEOEN AUSTRALIA PTY. LTD.,NUMURKAH SOLAR FARM PTY LTD,VIC,829959,230544,Solar,2020-2021,-36.1596789,145.4738272,True
411,NEOEN AUSTRALIA PTY. LTD.,PARKES SOLAR FARM PTY LTD,NSW,453057,125849,Solar,2020-2021,-33.11293089999999,148.0763972,True
413,NEW ENERGY SOLAR LIMITED,FS NSW Project No 1 AT Pty Ltd as trustee for FS NSW Project No 1 Asset Trust,NSW,640126,177813,Solar,2020-2021,-31.2532183,146.921099,True
414,NEW ENERGY SOLAR LIMITED,Manildra Prop Pty Ltd as trustee for Manildra Asset Trust,NSW,311854,86626,Solar,2020-2021,-33.2193329,148.6229664,True
416,NEWGEN KWINANA HOLDINGS PTY LTD,Kwinana Gas Fired Power Station,WA,7297874,2027187,Gas,2020-2021,-32.2320792,115.7787256,False
418,NRG VICTORIA I PTY LTD,Gladstone Power Station,QLD,23114397,6420666,Black Coal,2020-2021,-23.8487488,151.2183353,False
420,OAKEY 1 ASSET COMPANY PTY LTD,Oakey 1 Solar Farm,NSW,187381,52050,Solar,2020-2021,-31.2532183,146.921099,True
422,OAKEY 1 NEW HOLDCO PTY LTD,Oakey 1 Solar Farm,QLD,187381,52050,Solar,2020-2021,-27.4441771,151.722869,True
424,ORIGIN ENERGY LIMITED,Ballarat Solar Park,VIC,1209,336,Solar,2020-2021,-37.5621587,143.8502556,True
425,ORIGIN ENERGY LIMITED,Bendigo Solar Park,VIC,1511,420,Solar,2020-2021,-36.75961960000001,144.2785764,True
426,ORIGIN ENERGY LIMITED,Bond,NSW,2157,599,Gas,2020-2021,-31.2532183,146.921099,False
427,ORIGIN ENERGY LIMITED,Chifley Square,NSW,3870,1075,Gas,2020-2021,-33.8659402,151.2110977,False
428,ORIGIN ENERGY LIMITED,Darling Downs Power Station,QLD,6495463,1804295,Gas,2020-2021,-27.1164455,150.8954925,False
430,ORIGIN ENERGY LIMITED,Eraring Power Station,NSW,52235712,14509920,Black Coal,2020-2021,-33.0619324,151.5197469,False
431,ORIGIN ENERGY LIMITED,Exhibition Street,VIC,534,148,Gas,2020-2021,-37.8116895,144.9704421,False
432,ORIGIN ENERGY LIMITED,Kent Street,NSW,11287,3135,Gas,2020-2021,-33.8666677,151.2043583,False
434,ORIGIN ENERGY LIMITED,Ladbroke Grove Power Station,SA,303619,84339,Gas,2020-2021,-37.4567985,140.7829834,False
435,ORIGIN ENERGY LIMITED,Mortlake Power Station,VIC,1877041,521400,Gas,2020-2021,-38.063061,142.6679099,False
436,ORIGIN ENERGY LIMITED,Mount,NSW,5624,1562,Gas,2020-2021,-31.2532183,146.921099,False
437,ORIGIN ENERGY LIMITED,Mt Stuart Power Station,QLD,140913,39142,Kerosene,2020-2021,-19.3379375,146.8513486,False
438,ORIGIN ENERGY LIMITED,Quarantine Power Station,SA,473840,131622,Gas,2020-2021,-34.7801742,138.5221099,False
439,ORIGIN ENERGY LIMITED,Roma Power Station,QLD,174977,48605,Gas,2020-2021,-26.5710799,148.7856852,False
440,ORIGIN ENERGY LIMITED,Shoalhaven Scheme,NSW,446873,124131,Hydro,2020-2021,-35.0810677,150.4892292,True
441,ORIGIN ENERGY LIMITED,Stockland Headquarters,NSW,3303,918,Gas,2020-2021,-31.2532183,146.921099,False
442,ORIGIN ENERGY LIMITED,University of NSW,NSW,8274,2298,Gas,2020-2021,-33.917347,151.2312675,False
443,ORIGIN ENERGY LIMITED,Uranquinty Power Station,NSW,588189,163386,Gas,2020-2021,-35.1793949,147.2149902,False
445,OZGEN HOLDINGS AUSTRALIA PTY LTD,Callide C Power Station (facility),QLD,18205965,5057213,Black Coal,2020-2021,-24.2927187,150.4933758,False
446,OZGEN HOLDINGS AUSTRALIA PTY LTD,Millmerran Power Station (facility),QLD,22829107,6341419,Black Coal,2020-2021,-27.9619619,151.2790597,False
448,PALISADE GRANVILLE HARBOUR INVESTMENTS PTY LTD,Granville Harbour Wind Farm,TAS,1222624,339618,Wind,2020-2021,-41.8020351,145.0559948,True
450,PALISADE SOLAR 1 PTY LTD,Ross River Solar Farm,QLD,966896,268582,Solar,2020-2021,-19.4130191,146.7207946,True
452,PALISADE WATERLOO HOLDINGS PTY LTD,Waterloo Wind Farm,SA,1207301,335361,Wind,2020-2021,-34.00106030000001,138.9110041,True
454,PIONEER SAIL HOLDINGS PTY LIMITED,Bairnsdale Power Station,VIC,257399,71500,Gas,2020-2021,-37.8428384,147.563966,False
455,PIONEER SAIL HOLDINGS PTY LIMITED,Braemar Power Station,QLD,1320790,366886,Coal Seam Methane,2020-2021,-27.1107842,150.9054673,False
456,PIONEER SAIL HOLDINGS PTY LIMITED,Loy Yang B Power Station,VIC,31724455,8812348,Brown Coal,2020-2021,-38.2567843,146.5860271,False
457,PIONEER SAIL HOLDINGS PTY LIMITED,Newman Power Station,WA,1047789,291052,Gas,2020-2021,-23.3574915,119.7303373,False
458,PIONEER SAIL HOLDINGS PTY LIMITED,Port Hedland Power Station,WA,1985076,551410,Gas,2020-2021,-20.4280016,118.5502998,False
459,PIONEER SAIL HOLDINGS PTY LIMITED,Wagerup Power Station,WA,1203683,334356,Gas,2020-2021,-32.9160782,115.918999,False
460,PIONEER SAIL HOLDINGS PTY LIMITED,Yandin Wind Farm,WA,2122948,589708,Wind,2020-2021,-27.6728168,121.6283098,True
462,POWER AND WATER CORPORATION,Alpurrurulam (Lake Nash),NT,5606,1557,Diesel,2020-2021,-20.9841916,137.847666,False
463,POWER AND WATER CORPORATION,Amanbidgi (Kildurk),NT,860,239,Diesel,2020-2021,-16.1847598,129.6406866,False
464,POWER AND WATER CORPORATION,Ampilatwatja (Alparra Ammaroo),NT,15016,4171,Diesel,2020-2021,-21.752029,135.236099,False
465,POWER AND WATER CORPORATION,Amunturangu (Mount Liebig),NT,3287,913,Diesel,2020-2021,-23.2659591,131.2722316,False
466,POWER AND WATER CORPORATION,Aputula (Finke),NT,3527,980,Diesel,2020-2021,-25.5821522,134.5779806,False
467,POWER AND WATER CORPORATION,Areyonga (Utju),NT,3990,1108,Diesel,2020-2021,-24.0734645,132.2693601,False
468,POWER AND WATER CORPORATION,Atitjere (Harts Range),NT,3366,935,Diesel,2020-2021,-22.9856011,134.9351115,False
469,POWER AND WATER CORPORATION,Borroloola Generation,NT,21524,5979,Diesel,2020-2021,-16.070278,136.307222,False
470,POWER AND WATER CORPORATION,Bulla Camp,NT,1392,387,Diesel,2020-2021,-15.768853,130.039341,False
471,POWER AND WATER CORPORATION,Bulman,NT,4733,1315,Diesel,2020-2021,-13.663028,134.3317308,False
472,POWER AND WATER CORPORATION,Daly Waters Generation,NT,5894,1637,Diesel,2020-2021,-16.253333,133.369167,False
474,POWER AND WATER CORPORATION,Engawala (Alcoota),NT,2089,581,Diesel,2020-2021,-22.8036906,134.4554661,False
475,POWER AND WATER CORPORATION,Epenarra (Wutunugurra),NT,2941,817,Diesel,2020-2021,-20.4626041,135.2512773,False
476,POWER AND WATER CORPORATION,Eva Valley,NT,1224,340,Diesel,2020-2021,-13.1298444,131.0142497,False
477,POWER AND WATER CORPORATION,Galiwinku (Elcho Island),NT,27664,7684,Diesel,2020-2021,-12.0230106,135.5657089,False
478,POWER AND WATER CORPORATION,Gapuwiyak (Lake Evella),NT,11837,3288,Diesel,2020-2021,-12.4993009,135.8062133,False
479,POWER AND WATER CORPORATION,Gunbalanya (Oenpelli),NT,19287,5358,Diesel,2020-2021,-12.32825,133.056,False
480,POWER AND WATER CORPORATION,Ikuntji (Haasts Bluff),NT,2384,662,Diesel,2020-2021,-23.4471526,131.8822091,False
481,POWER AND WATER CORPORATION,Imangara (Murray Downs),NT,1324,368,Diesel,2020-2021,-21.2738477,134.9491466,False
482,POWER AND WATER CORPORATION,Imanpa (Mount Ebenezer),NT,2315,643,Diesel,2020-2021,-25.1019444,132.5716667,False
483,POWER AND WATER CORPORATION,Kalkaringi (Wave Hill),NT,10619,2950,Diesel,2020-2021,-17.4480442,130.8310031,False
484,POWER AND WATER CORPORATION,Kaltukatjara (Docker River),NT,5502,1528,Diesel,2020-2021,-24.8804857,129.0792084,False
485,POWER AND WATER CORPORATION,Lajamanu (Hooker Creek),NT,12507,3474,Diesel,2020-2021,-18.3365,130.636993,False
486,POWER AND WATER CORPORATION,Laramba (Napperby),NT,3417,949,Diesel,2020-2021,-22.5372946,132.7712369,False
487,POWER AND WATER CORPORATION,Maningrida,NT,35536,9871,Diesel,2020-2021,-12.0551674,134.2313799,False
488,POWER AND WATER CORPORATION,Milikapiti (Snake Bay),NT,8377,2327,Diesel,2020-2021,-11.4227161,130.6530109,False
489,POWER AND WATER CORPORATION,Milingimbi,NT,14679,4077,Diesel,2020-2021,-12.0939133,134.8973049,False
490,POWER AND WATER CORPORATION,Milyakburra (Bickerton Island),NT,3324,923,Diesel,2020-2021,-13.7832463,136.1961739,False
491,POWER AND WATER CORPORATION,Minjilang (Croker Island),NT,4968,1380,Diesel,2020-2021,-11.1475753,132.5767751,False
492,POWER AND WATER CORPORATION,Minyerri (Hodgson Downs),NT,8743,2429,Diesel,2020-2021,-15.2254373,134.0797815,False
493,POWER AND WATER CORPORATION,Nauiyu Nambiyu (Daly River),NT,12100,3361,Solar,2020-2021,-13.7121487,130.6885652,True
494,POWER AND WATER CORPORATION,Nguiu (Bathurst Island),NT,27021,7506,Diesel,2020-2021,-11.7619227,130.6317972,False
495,POWER AND WATER CORPORATION,Ngukurr (Roper River),NT,17680,4911,Diesel,2020-2021,-14.733834,134.7322863,False
496,POWER AND WATER CORPORATION,Numbulwar (Rose River),NT,10937,3038,Diesel,2020-2021,-14.2832391,135.7305603,False
497,POWER AND WATER CORPORATION,Nyirripi (Waite Creek),NT,4038,1122,Diesel,2020-2021,-22.6499244,130.5524637,False
498,POWER AND WATER CORPORATION,Orwaitilla (Canteen Creek),NT,3072,853,Diesel,2020-2021,-20.6440035,135.587927,False
499,POWER AND WATER CORPORATION,Palumpa,NT,5529,1536,Diesel,2020-2021,-14.3523927,129.8822501,False
500,POWER AND WATER CORPORATION,Papunya,NT,7295,2026,Diesel,2020-2021,-23.2053323,131.9112738,False
501,POWER AND WATER CORPORATION,Peppimenarti,NT,5147,1430,Diesel,2020-2021,-14.1501858,130.0762599,False
502,POWER AND WATER CORPORATION,Pidgeon Hole,NT,1944,540,Diesel,2020-2021,-16.8148579,131.2196946,False
503,POWER AND WATER CORPORATION,Pirlangimpi (Garden Point),NT,7758,2155,Diesel,2020-2021,-11.405157,130.4173321,False
