,Reporting_Entity,Facility_Name,State,Electricity_Production_GJ,Electricity_Production_MWh,Primary_Fuel,Year,Lat,Lng,Renewable
92,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Coober Pedy Facility,SA,63400,17611,Wind,2020-2021,-29.013516,134.7544219,True
94,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,NSW,250956,69710,Wind,2020-2021,-34.8180225,149.399069,True
95,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Derby LNG Power Station,WA,122307,33974,Gas,2020-2021,-17.309288,123.6401839,False
96,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Djarindjin Facility,WA,6335,1760,Diesel,2020-2021,-16.514329,122.895699,False
97,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Eastern Creek LFG Power Station,NSW,25001,6945,Landfill Gas,2020-2021,-33.8102184,150.85064,True
98,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Fitzroy Crossing LNG Power Station,WA,51094,14193,Gas,2020-2021,-18.19797,125.5670892,False
99,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Gascoyne Facility,WA,2388,663,Diesel,2020-2021,-24.5453479,115.2837585,False
100,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,German Creek CMM Power Station,QLD,1024971,284714,Waste Coal Mine Gas,2020-2021,-25.47614107456473,152.8968730508393,False
101,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Glennies Creek WCMG Power Station,NSW,331564,92101,Waste Coal Mine Gas,2020-2021,-32.4612156,151.1069328,False
102,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grange Avenue LFG Power Station,NSW,16149,4486,Landfill Gas,2020-2021,-33.701442,150.8513512,True
103,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 1 WCMG Power Station,QLD,510305,141752,Waste Coal Mine Gas,2020-2021,-25.4280672,151.1771816,False
104,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 2 WCMG Power Station,QLD,345750,96042,Waste Coal Mine Gas,2020-2021,-25.4280672,151.1771816,False
105,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Halls Creek LNG Power Station,WA,42069,11686,Gas,2020-2021,-18.2229842,127.6701399,False
106,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Jack's Gully LFG Power Station,NSW,32506,9029,Landfill Gas,2020-2021,-31.2532183,146.921099,True
107,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Kalamunda Power Station,WA,0,0,Diesel,2020-2021,-31.9733275,116.0604722,False
108,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Laverton Facility,WA,14461,4017,Diesel,2020-2021,-28.6259124,122.4014814,False
109,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Leonora Facility,WA,29410,8170,Gas,2020-2021,-28.8849715,121.3309059,False
110,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Looma NGD Power Station,WA,9087,2524,Diesel,2020-2021,-18.0398016,124.1493803,False
111,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 1 LFG Power Station,NSW,43250,12014,Landfill Gas,2020-2021,-34.0506403,150.9872444,True
112,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 2 LFG Power Station,NSW,418510,116253,Landfill Gas,2020-2021,-34.0506403,150.9872444,True
113,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,McArthur River Power Station,NT,1182344,328429,Gas,2020-2021,-16.11427123151219,136.3288903783971,False
114,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Menzies Facility,WA,2251,625,Diesel,2020-2021,-29.6935575,121.0288851,False
115,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Moranbah North CMM Power Station,QLD,1298272,360631,Waste Coal Mine Gas,2020-2021,-21.8853292,147.9657585,False
116,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Mugga Lane LFG Power Station,ACT,0,0,Landfill Gas,2020-2021,-35.3739879,149.1324352,True
117,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Oaky Creek II WCMG Power Station,QLD,334009,92780,Waste Coal Mine Gas,2020-2021,-28.1913043,152.9375365,False
118,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Oaky Creek WCMG Power Station,QLD,281532,78203,Waste Coal Mine Gas,2020-2021,-28.1913043,152.9375365,False
119,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Pine Creek A Power Station,NT,765667,212685,Gas,2020-2021,-13.8226918,131.8344229,False
120,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Red Hill LFG Power Station,WA,77397,21499,Landfill Gas,2020-2021,-31.8548072,116.0538776,True
121,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Springvale LFG Power Station,VIC,22268,6186,Landfill Gas,2020-2021,-37.9487211,145.1529433,True
122,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tahmoor WCMG Power Station,NSW,173792,48276,Waste Coal Mine Gas,2020-2021,-34.2246566,150.5929466,False
123,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tamala Park LFG Power Station,WA,117355,32599,Landfill Gas,2020-2021,-31.704321,115.7349162,True
124,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tower CSM Power Station,NSW,587770,163269,Waste Coal Mine Gas,2020-2021,-31.2532183,146.921099,False
125,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Warmun Facility,WA,9427,2619,Diesel,2020-2021,-17.029704,128.2108177,False
126,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Weipa Solar Power Station,QLD,9029,2508,Solar,2020-2021,-12.6492936,141.8469901,True
127,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 1 LFG Power Station,SA,23767,6602,Landfill Gas,2020-2021,-34.8413535,138.54613,True
128,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 2 LFG Power Station,SA,62744,17429,Landfill Gas,2020-2021,-34.8413535,138.54613,True
129,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,VIC,81626,22674,Wind,2020-2021,-38.6073719,145.547975,True
131,CLARE SOLAR FARM HOLDINGS PTY LTD,Clare Solar Farm,QLD,726307,201752,Solar,2020-2021,-19.8396942,147.2103537,True
133,CLARKE ENERGY (AUSTRALIA) PTY. LTD.,Daandine Power Station,QLD,406375,112882,Coal Seam Methane,2020-2021,-27.0861935,150.9425679,False
135,CLEANCO QUEENSLAND LIMITED,Barron Gorge Power Station,QLD,680393,188998,Hydro,2020-2021,-16.8509999,145.6468624,True
136,CLEANCO QUEENSLAND LIMITED,Kareeya Power Station,QLD,2018871,560798,Hydro,2020-2021,-17.767023,145.5780181,True
137,CLEANCO QUEENSLAND LIMITED,Swanbank E Power Station,QLD,3894520,1081811,Gas,2020-2021,-27.6552772,152.8182067,False
138,CLEANCO QUEENSLAND LIMITED,Wivenhoe Power Station,QLD,676578,187938,Hydro,2020-2021,-27.3724152,152.6320267,True
140,CONTRACT POWER AUSTRALIA PTY LTD,Cue Town Powerstation,WA,12371,3436,Diesel,2020-2021,-27.4245191,117.8969772,False
141,CONTRACT POWER AUSTRALIA PTY LTD,Meekatharra Town Powerstation,WA,21671,6020,Diesel,2020-2021,-26.5956611,118.4935984,False
142,CONTRACT POWER AUSTRALIA PTY LTD,Mt Magnet Town Powerstation,WA,14074,3910,Gas,2020-2021,-28.0652329,117.8487476,False
143,CONTRACT POWER AUSTRALIA PTY LTD,Norseman Gold Power Station,WA,11889,3303,Diesel,2020-2021,-32.1977913,121.7788563,False
144,CONTRACT POWER AUSTRALIA PTY LTD,Sandstone Town Powerstation,WA,2349,652,Diesel,2020-2021,-28.6401506,119.0459927,False
145,CONTRACT POWER AUSTRALIA PTY LTD,Wiluna Town Powerstation,WA,8508,2364,Diesel,2020-2021,-26.5943011,120.227356,False
146,CONTRACT POWER AUSTRALIA PTY LTD,Yalgoo Town Powerstation,WA,3555,987,Diesel,2020-2021,-28.3508702,116.7658255,False
148,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,2486495,690693,Wind,2020-2021,-31.9509006,115.8496117,True
150,DELTA ELECTRICITY PTY LTD,Vales Point Power Station,NSW,24372427,6770119,Black Coal,2020-2021,-33.1620493,151.5407221,False
152,DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Royalla Solar Farm,ACT,124964,34712,Solar,2020-2021,-35.4897929,149.1430018,True
154,DUNDONNELL WIND FARM PTY LTD,Dundonnell Wind Farm,VIC,2930100,813917,Wind,2020-2021,-36.9847807,143.3906074,True
156,EDIFY ENERGY PTY. LTD.,Gannawarra Solar Farm Pty Ltd,VIC,382474,106243,Solar,2020-2021,-35.7350558,143.7794624,True
158,EDIFY ENERGY PTY. LTD.,Hamilton Solar Farm Pty Ltd,QLD,452015,125560,Solar,2020-2021,-20.5023882,147.7698578,True
159,EDIFY ENERGY PTY. LTD.,The Daydream Solar Farm Trust,QLD,1180951,328042,Solar,2020-2021,-22.575197,144.0847926,True
160,EDIFY ENERGY PTY. LTD.,The Hayman Solar Farm Trust,QLD,375046,104180,Solar,2020-2021,-20.4875155,147.7447776,True
161,EDIFY ENERGY PTY. LTD.,Whitsunday Solar Farm Pty,QLD,394974,109715,Solar,2020-2021,-20.059701,148.8809662,True
162,EDIFY ENERGY PTY. LTD.,Darlington Point Solar Farm Pty Ltd,NSW,756647,210180,Solar,2020-2021,-34.6473191,146.0357394,True
164,ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,WA,6783,1884,Wind,2020-2021,-34.3979041,119.3763011,True
165,ELECTRICITY GENERATION AND RETAIL CORPORATION,Cockburn Power Station,WA,471454,130959,Gas,2020-2021,-32.2003779,115.7740725,False
166,ELECTRICITY GENERATION AND RETAIL CORPORATION,Collie Power Station,WA,3756282,1043412,Black Coal,2020-2021,-33.341644,116.2622398,False
167,ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel Power Station,WA,13734,3815,Diesel,2020-2021,-23.1422976,113.7723112,False
168,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,WA,5243,1456,Wind,2020-2021,-25.9299413,113.538149,True
169,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,48961,13600,Wind,2020-2021,-33.8613953,121.8912724,True
170,ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel Power Station,WA,19277,5355,Diesel,2020-2021,-33.936999,120.1270136,False
171,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,7503,2084,Wind,2020-2021,-27.7115397,114.1713913,True
172,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,WA,19560,5433,Gas,2020-2021,-30.749,121.466,False
173,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Power Station,WA,2411711,669920,Gas,2020-2021,-32.2004954,115.774588,False
174,ELECTRICITY GENERATION AND RETAIL CORPORATION,Muja Power Station,WA,12914677,3587410,Black Coal,2020-2021,-33.446204,116.3065633,False
175,ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,WA,111333,30926,Gas,2020-2021,-28.887904,115.118193,False
176,ELECTRICITY GENERATION AND RETAIL CORPORATION,Pinjar Gas Turbine Station,WA,2014036,559454,Gas,2020-2021,-31.62058739999999,115.8208094,False
178,ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,WA,249,69,Diesel,2020-2021,-33.578677,120.0456159,False
180,ELLIOTT GREEN CHILDERS PTY LTD,Childers Solar Farm,QLD,389998,108333,Solar,2020-2021,-25.2364948,152.2772276,True
182,ELLIOTT GREEN NEVERTIRE PTY LTD,Nevertire Solar Farm,NSW,846065,235018,Solar,2020-2021,-31.8298168,147.7076416,True
184,ELLIOTT GREEN SUSAN RIVER PTY LTD,Susan River Solar Farm,QLD,545836,151621,Solar,2020-2021,-25.4150161,152.7482407,True
189,ENERGY QUEENSLAND LIMITED,Aurukun Remote generation,QLD,22024,6118,Diesel,2020-2021,-13.3549413,141.7267054,False
190,ENERGY QUEENSLAND LIMITED,Badu Island Remote Generation,QLD,12620,3505,Diesel,2020-2021,-10.116416,142.1275481,False
191,ENERGY QUEENSLAND LIMITED,Bamaga Remote Generation,QLD,57973,16104,Diesel,2020-2021,-10.892344,142.3871554,False
192,ENERGY QUEENSLAND LIMITED,Barcaldine Power Station Facility,QLD,16635,4621,Gas,2020-2021,-23.5523795,145.3140957,False
193,ENERGY QUEENSLAND LIMITED,Bedourie Remote Generation,QLD,5383,1495,Diesel,2020-2021,-24.5351117,139.5677302,False
194,ENERGY QUEENSLAND LIMITED,Birdsville Remote Generation,QLD,6034,1676,Diesel,2020-2021,-25.8982126,139.353513,False
195,ENERGY QUEENSLAND LIMITED,Boigu Island Remote Generation,QLD,4999,1389,Diesel,2020-2021,-9.2740531,142.223094,False
196,ENERGY QUEENSLAND LIMITED,Boulia Remote Generation,QLD,10752,2987,Diesel,2020-2021,-22.9110493,139.9118532,False
197,ENERGY QUEENSLAND LIMITED,Burketown Remote Generation,QLD,8492,2359,Diesel,2020-2021,-17.7422259,139.5479392,False
198,ENERGY QUEENSLAND LIMITED,Camooweal Remote Generation,QLD,7117,1977,Diesel,2020-2021,-19.9214739,138.1200749,False
199,ENERGY QUEENSLAND LIMITED,Coconut Island Remote Generation,QLD,4405,1224,Diesel,2020-2021,-10.0499406,143.0676416,False
200,ENERGY QUEENSLAND LIMITED,Coen Remote Generation,QLD,6815,1893,Diesel,2020-2021,-13.945214,143.198799,False
201,ENERGY QUEENSLAND LIMITED,Darnley Island Remote Generation,QLD,6856,1904,Diesel,2020-2021,-9.5974691,143.7614205,False
202,ENERGY QUEENSLAND LIMITED,Dauan Island Remote Generation,QLD,3522,978,Diesel,2020-2021,-9.4201831,142.5345281,False
203,ENERGY QUEENSLAND LIMITED,Doomadgee Remote Generation,QLD,26937,7483,Diesel,2020-2021,-17.9399667,138.8292283,False
204,ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,QLD,8931,2481,Diesel,2020-2021,-27.981644,152.9673844,False
205,ENERGY QUEENSLAND LIMITED,Energy Impact - Generation - Facility,QLD,11618,3227,Diesel,2020-2021,-22.575197,144.0847926,False
206,ENERGY QUEENSLAND LIMITED,Gununa Remote Generation,QLD,22301,6195,Diesel,2020-2021,-16.6665486,139.1839483,False
207,ENERGY QUEENSLAND LIMITED,Hammond Island,QLD,3215,893,Diesel,2020-2021,-10.5585847,142.2071605,False
208,ENERGY QUEENSLAND LIMITED,Jundah Remote Generation,QLD,4594,1276,Diesel,2020-2021,-24.8316136,143.0589714,False
209,ENERGY QUEENSLAND LIMITED,Kowanyama Remote Generation,QLD,18452,5126,Diesel,2020-2021,-15.474917,141.7452473,False
210,ENERGY QUEENSLAND LIMITED,Kubin Island Remote Generation,QLD,8757,2433,Diesel,2020-2021,-10.170563,142.254972,False
211,ENERGY QUEENSLAND LIMITED,Lockhart River Remote Generation,QLD,9926,2757,Diesel,2020-2021,-13.0443055,143.3950336,False
212,ENERGY QUEENSLAND LIMITED,Mabuig Island Remote Generation,QLD,4437,1233,Diesel,2020-2021,-9.9553248,142.1832671,False
213,ENERGY QUEENSLAND LIMITED,Mapoon Remote Generation,QLD,6539,1816,Diesel,2020-2021,-12.0236898,141.9047365,False
214,ENERGY QUEENSLAND LIMITED,Murray Island Remote Generation,QLD,7901,2195,Diesel,2020-2021,-9.9186033,144.0493904,False
215,ENERGY QUEENSLAND LIMITED,Palm Island Remote Generation,QLD,30878,8577,Diesel,2020-2021,-18.7344767,146.5797605,False
216,ENERGY QUEENSLAND LIMITED,Pormpuraaw,QLD,11649,3236,Diesel,2020-2021,-14.8999292,141.6190745,False
217,ENERGY QUEENSLAND LIMITED,Sabai Island Remote Generation,QLD,6497,1805,Diesel,2020-2021,-9.37806,142.6219811,False
218,ENERGY QUEENSLAND LIMITED,Stephen Island Remote Generation,QLD,1776,494,Diesel,2020-2021,-9.5078041,143.5459797,False
219,ENERGY QUEENSLAND LIMITED,Thursday Island Remote Generation,QLD,95562,26545,Diesel,2020-2021,-10.5802361,142.2210964,False
220,ENERGY QUEENSLAND LIMITED,Warraber Island Remote Generation,QLD,5521,1533,Diesel,2020-2021,-10.2082232,142.8245693,False
221,ENERGY QUEENSLAND LIMITED,Wasaga Remote Generation,QLD,17426,4841,Diesel,2020-2021,44.5207419,-80.01606679999999,False
222,ENERGY QUEENSLAND LIMITED,Windorah Remote Generation,QLD,4571,1270,Diesel,2020-2021,-25.4225397,142.6559128,False
223,ENERGY QUEENSLAND LIMITED,Yam Island,QLD,6884,1912,Diesel,2020-2021,-9.9029808,142.775032,False
224,ENERGY QUEENSLAND LIMITED,York Island,QLD,5781,1606,Diesel,2020-2021,-10.6833608,142.5285259,False
226,ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,SA,161990,44997,Gas,2020-2021,-33.3522796,138.7536186,False
227,ENERGYAUSTRALIA HOLDINGS LIMITED,Jeeralang Power Station,VIC,460490,127914,Gas,2020-2021,-38.2750317,146.4254869,False
228,ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,NSW,29108758,8085766,Black Coal,2020-2021,-33.358008,150.0320006,False
229,ENERGYAUSTRALIA HOLDINGS LIMITED,Newport Power Station,VIC,1060963,294712,Gas,2020-2021,-37.8411815,144.8944409,False
230,ENERGYAUSTRALIA HOLDINGS LIMITED,Tallawarra Power Station,NSW,2441731,678259,Gas,2020-2021,-34.5224899,150.8082317,False
231,ENERGYAUSTRALIA HOLDINGS LIMITED,Yallourn Power Station,VIC,32048316,8902310,Brown Coal,2020-2021,-38.1814386,146.3479385,False
233,ESPERANCE POWER STATION PTY LTD,Esperance Power Station,WA,244361,67878,Gas,2020-2021,-33.8613953,121.8912724,False
235,ESSENTIAL ENERGY,Essential Energy Generation Facility - Broken Hill Gas Turbine,NSW,266,74,Diesel,2020-2021,-31.9595859,141.4608138,False
237,FENGATE EXMOUTH ENERGY SPV PTY LTD,Exmouth Power Station Pty Ltd,WA,96975,26937,Gas,2020-2021,-21.9323088,114.1278654,False
239,FINLEY SOLAR HOLDINGS PTY LTD,Finley Solar Farm,NSW,1052225,292285,Solar,2020-2021,-35.64421,145.5086444,True
241,FORTESCUE METALS GROUP LTD,Solomon Power Station,WA,1082415,300671,Gas,2020-2021,-27.6728168,121.6283098,False
243,FS OAKEY 2 PTY LTD,Oakey 2 Solar Farm,QLD,373189,103664,Solar,2020-2021,-27.4441771,151.722869,True
